conceptA,conceptB,isPrerequisite,dataset
1116,392,0,al_cpl
1116,1343,1,al_cpl
1116,167,0,al_cpl
1116,1453,1,al_cpl
1116,725,0,al_cpl
1116,988,0,al_cpl
1116,526,0,al_cpl
1117,1036,0,al_cpl
1117,290,0,al_cpl
1117,1453,1,al_cpl
1117,385,0,al_cpl
1117,738,0,al_cpl
1117,262,0,al_cpl
1117,1502,1,al_cpl
1117,1527,1,al_cpl
1117,1138,0,al_cpl
1117,202,1,al_cpl
1117,1318,1,al_cpl
1117,1343,1,al_cpl
1117,988,0,al_cpl
1117,1363,1,al_cpl
1117,1338,1,al_cpl
1117,300,0,al_cpl
1117,81,1,al_cpl
1117,392,1,al_cpl
1118,364,0,al_cpl
1118,1113,0,al_cpl
1118,1473,0,al_cpl
1118,1596,0,al_cpl
1118,1089,0,al_cpl
1118,1307,0,al_cpl
1118,293,0,al_cpl
1118,460,0,al_cpl
1118,343,0,al_cpl
1118,323,0,al_cpl
1118,130,0,al_cpl
1118,1461,0,al_cpl
1118,1357,0,al_cpl
1118,1498,0,al_cpl
1118,679,0,al_cpl
1118,1236,0,al_cpl
1118,866,0,al_cpl
1118,952,0,al_cpl
1118,420,0,al_cpl
1118,1210,0,al_cpl
1118,284,0,al_cpl
1118,1481,0,al_cpl
1118,812,0,al_cpl
1118,655,0,al_cpl
1118,1559,0,al_cpl
1118,280,0,al_cpl
1118,1006,0,al_cpl
1118,1093,1,al_cpl
1118,837,0,al_cpl
1118,1376,0,al_cpl
1118,853,0,al_cpl
1118,802,0,al_cpl
1118,1130,0,al_cpl
1118,1410,0,al_cpl
1118,552,0,al_cpl
1118,1241,0,al_cpl
1118,192,0,al_cpl
1119,214,0,moocDSA
1119,188,0,moocDSA
1119,1044,0,moocDSA
1119,1314,0,moocDSA
1119,636,0,moocDSA
1119,26,0,moocDSA
1120,1044,0,moocDSA
1120,214,0,moocDSA
1120,815,0,moocDSA
1120,188,0,moocDSA
1120,26,0,moocDSA
1120,636,0,moocDSA
1120,887,0,moocDSA
1121,455,0,moocML
1121,1360,0,moocML
1122,343,0,al_cpl
1122,1496,1,al_cpl
1122,192,0,al_cpl
1122,1289,1,al_cpl
1122,655,0,al_cpl
1122,1301,1,al_cpl
1123,726,0,moocDSA
1123,1021,0,moocDSA
1123,1382,0,moocDSA
1123,107,0,moocDSA
1124,992,0,drive
1124,762,1,drive
1124,1520,0,drive
1125,1093,1,al_cpl
1125,364,0,al_cpl
1125,1376,1,al_cpl
1125,1130,1,al_cpl
1125,1496,1,al_cpl
1125,1089,1,al_cpl
1125,1498,1,al_cpl
1125,460,1,al_cpl
1125,1301,1,al_cpl
1125,1025,1,al_cpl
1125,1289,1,al_cpl
1126,204,0,drive
1126,1190,0,drive
1126,1181,0,drive
1126,137,1,drive
1126,1572,1,drive
1126,942,0,drive
1126,215,0,drive
1127,584,0,drive
1127,797,1,drive
1127,1222,0,drive
1127,742,1,drive
1128,1061,0,al_cpl
1128,597,1,al_cpl
1128,1258,1,al_cpl
1128,588,1,al_cpl
1128,1054,1,al_cpl
1129,1240,1,al_cpl
1129,392,1,al_cpl
1129,1343,1,al_cpl
1129,81,1,al_cpl
1129,1338,1,al_cpl
1129,1453,1,al_cpl
1129,86,1,al_cpl
1129,1363,1,al_cpl
1129,1502,1,al_cpl
1129,202,1,al_cpl
1130,1277,0,al_cpl
1130,660,0,al_cpl
1130,247,0,al_cpl
1130,879,1,al_cpl
1130,624,1,al_cpl
1130,647,0,al_cpl
1130,1546,0,al_cpl
1130,876,0,al_cpl
1131,9,1,moocDSA
1131,7,0,moocDSA
1131,635,1,moocDSA
1131,484,0,moocDSA
1131,1489,0,moocDSA
1131,188,1,moocDSA
1131,1194,1,moocDSA
1131,1471,1,moocDSA
1131,422,1,moocDSA
1131,1175,0,moocDSA
1131,1493,1,moocDSA
1131,1303,1,moocDSA
1131,26,1,moocDSA
1131,815,1,moocDSA
1131,251,0,moocDSA
1131,1291,1,moocDSA
1131,1414,1,moocDSA
1131,636,0,moocDSA
1131,1013,0,moocDSA
1131,887,0,moocDSA
1132,45,1,drive
1132,1283,0,drive
1133,1106,1,moocDSA
1133,1171,0,moocDSA
1133,1269,0,moocDSA
1133,108,1,moocDSA
1133,531,0,moocDSA
1133,259,1,moocDSA
1133,1175,0,moocDSA
1133,251,0,moocDSA
1133,36,0,moocDSA
1133,198,1,moocDSA
1133,1418,0,moocDSA
1133,484,0,moocDSA
1133,593,0,moocDSA
1133,848,0,moocDSA
1133,1135,0,moocDSA
1133,705,0,moocDSA
1133,1314,0,moocDSA
1133,1489,0,moocDSA
1133,1490,0,moocDSA
1133,750,1,moocDSA
1133,1173,0,moocDSA
1133,1443,0,moocDSA
1133,1291,1,moocDSA
1133,1391,1,moocDSA
1133,1213,0,moocDSA
1133,861,1,moocDSA
1133,596,0,moocDSA
1133,9,0,moocDSA
1133,1170,0,moocDSA
1133,1225,0,moocDSA
1133,1194,0,moocDSA
1133,190,0,moocDSA
1133,1411,0,moocDSA
1133,573,0,moocDSA
1133,1328,0,moocDSA
1133,504,1,moocDSA
1133,1013,0,moocDSA
1133,815,0,moocDSA
1133,1042,1,moocDSA
1133,483,1,moocDSA
1133,923,0,moocDSA
1133,1462,0,moocDSA
1133,1446,1,moocDSA
1133,920,0,moocDSA
1133,872,0,moocDSA
1133,1377,0,moocDSA
1133,482,0,moocDSA
1133,864,0,moocDSA
1133,415,0,moocDSA
1133,1486,0,moocDSA
1133,658,1,moocDSA
1134,1259,0,moocML
1134,124,0,moocML
1134,134,0,moocML
1135,1251,0,al_cpl
1135,1238,0,al_cpl
1135,280,0,al_cpl
1135,364,0,al_cpl
1135,1006,0,al_cpl
1135,1134,0,al_cpl
1135,320,0,al_cpl
1135,671,0,al_cpl
1135,560,0,al_cpl
1135,812,0,al_cpl
1135,694,0,al_cpl
1135,821,0,al_cpl
1135,289,0,al_cpl
1135,734,0,al_cpl
1135,1289,1,al_cpl
1135,999,0,al_cpl
1135,1084,0,al_cpl
1135,1376,0,al_cpl
1135,767,0,al_cpl
1135,1040,0,al_cpl
1135,163,0,al_cpl
1135,899,0,al_cpl
1135,420,0,al_cpl
1135,684,0,al_cpl
1135,937,0,al_cpl
1135,1282,0,al_cpl
1135,448,0,al_cpl
1135,776,0,al_cpl
1135,175,0,al_cpl
1135,293,0,al_cpl
1135,1199,0,al_cpl
1135,580,0,al_cpl
1135,1496,0,al_cpl
1135,1216,0,al_cpl
1135,1357,0,al_cpl
1135,686,0,al_cpl
1135,1473,0,al_cpl
1135,268,0,al_cpl
1135,886,0,al_cpl
1135,447,0,al_cpl
1135,1596,0,al_cpl
1135,57,0,al_cpl
1135,1110,0,al_cpl
1135,866,0,al_cpl
1135,990,0,al_cpl
1135,1427,0,al_cpl
1135,81,0,al_cpl
1135,1556,0,al_cpl
1135,765,0,al_cpl
1136,227,1,drive
1136,1321,1,drive
1136,924,1,drive
1137,43,0,al_cpl
1137,586,0,al_cpl
1137,25,0,al_cpl
1137,315,0,al_cpl
1137,144,0,al_cpl
1137,844,0,al_cpl
1137,1258,0,al_cpl
1137,1174,0,al_cpl
1137,5,0,al_cpl
1137,1387,0,al_cpl
1137,990,0,al_cpl
1137,555,0,al_cpl
1137,1508,0,al_cpl
1137,510,0,al_cpl
1137,884,0,al_cpl
1137,411,0,al_cpl
1137,187,0,al_cpl
1137,940,0,al_cpl
1137,1159,0,al_cpl
1137,1341,0,al_cpl
1137,693,0,al_cpl
1137,81,0,al_cpl
1137,1161,0,al_cpl
1137,918,0,al_cpl
1137,994,0,al_cpl
1137,790,0,al_cpl
1137,336,0,al_cpl
1137,588,0,al_cpl
1137,385,0,al_cpl
1137,1019,0,al_cpl
1137,1115,0,al_cpl
1137,179,0,al_cpl
1137,1061,0,al_cpl
1137,372,0,al_cpl
1137,87,0,al_cpl
1137,1553,0,al_cpl
1137,160,0,al_cpl
1137,147,0,al_cpl
1137,46,0,al_cpl
1137,1312,0,al_cpl
1137,1554,0,al_cpl
1137,430,0,al_cpl
1137,300,0,al_cpl
1137,1503,0,al_cpl
1137,801,0,al_cpl
1137,175,0,al_cpl
1137,807,0,al_cpl
1137,1408,0,al_cpl
1137,508,0,al_cpl
1137,1138,0,al_cpl
1137,83,0,al_cpl
1137,1183,0,al_cpl
1137,822,0,al_cpl
1137,538,0,al_cpl
1137,115,0,al_cpl
1137,475,0,al_cpl
1137,295,0,al_cpl
1137,478,0,al_cpl
1137,1556,0,al_cpl
1137,913,0,al_cpl
1137,1049,0,al_cpl
1137,1280,0,al_cpl
1137,392,0,al_cpl
1137,1240,0,al_cpl
1137,202,0,al_cpl
1137,1527,0,al_cpl
1137,1581,0,al_cpl
1137,262,0,al_cpl
1137,734,0,al_cpl
1137,1384,0,al_cpl
1137,363,0,al_cpl
1137,579,0,al_cpl
1137,1324,0,al_cpl
1137,1126,0,al_cpl
1137,473,0,al_cpl
1137,1445,0,al_cpl
1137,694,0,al_cpl
1137,712,0,al_cpl
1137,1528,0,al_cpl
1137,908,0,al_cpl
1137,988,0,al_cpl
1137,940,0,al_cpl
1137,597,0,al_cpl
1137,1398,0,al_cpl
1137,447,0,al_cpl
1137,408,0,al_cpl
1137,334,0,al_cpl
1137,1054,0,al_cpl
1137,690,0,al_cpl
1137,704,0,al_cpl
1137,999,0,al_cpl
1137,1146,0,al_cpl
1138,713,1,drive
1139,1046,0,drive
1139,122,1,drive
1139,572,0,drive
1139,245,0,drive
1140,1404,1,al_cpl
1140,785,0,al_cpl
1140,183,0,al_cpl
1140,954,1,al_cpl
1140,733,0,al_cpl
1140,5,1,al_cpl
1140,1589,0,al_cpl
1140,1528,0,al_cpl
1140,588,0,al_cpl
1141,346,0,al_cpl
1142,17,0,moocML
1142,616,0,moocML
1142,1205,0,moocML
1142,281,0,moocML
1142,944,0,moocML
1142,283,0,moocML
1142,562,0,moocML
1142,1039,0,moocML
1142,158,1,moocML
1142,814,0,moocML
1142,1403,0,moocML
1142,426,0,moocML
1142,1360,0,moocML
1143,36,0,moocDSA
1144,181,0,moocML
1144,1062,0,moocML
1144,404,0,moocML
1144,1063,0,moocML
1144,616,0,moocML
1144,981,0,moocML
1144,944,0,moocML
1144,662,0,moocML
1144,799,0,moocML
1144,1548,0,moocML
1144,1536,0,moocML
1144,1422,0,moocML
1144,58,0,moocML
1144,437,0,moocML
1144,885,0,moocML
1145,402,1,drive
1145,1099,1,drive
1145,1268,1,drive
1145,1253,0,drive
1146,1338,0,al_cpl
1146,1372,0,al_cpl
1146,377,0,al_cpl
1146,614,0,al_cpl
1146,1527,0,al_cpl
1146,295,0,al_cpl
1146,167,0,al_cpl
1146,988,0,al_cpl
1146,1160,0,al_cpl
1146,81,0,al_cpl
1146,940,0,al_cpl
1146,25,0,al_cpl
1146,940,0,al_cpl
1146,238,0,al_cpl
1146,1502,1,al_cpl
1146,175,0,al_cpl
1146,363,0,al_cpl
1146,761,0,al_cpl
1146,307,0,al_cpl
1146,392,0,al_cpl
1146,1400,0,al_cpl
1146,737,0,al_cpl
1146,1082,0,al_cpl
1146,1093,1,al_cpl
1147,1213,0,moocDSA
1147,1011,0,moocDSA
1147,596,0,moocDSA
1147,1490,1,moocDSA
1147,378,0,moocDSA
1147,445,0,moocDSA
1147,1206,0,moocDSA
1147,36,0,moocDSA
1147,446,0,moocDSA
1147,1175,0,moocDSA
1147,368,0,moocDSA
1147,916,0,moocDSA
1148,1478,0,moocDSA
1148,528,0,moocDSA
1148,376,0,moocDSA
1148,433,0,moocDSA
1149,362,0,al_cpl
1149,356,0,al_cpl
1149,1502,0,al_cpl
1149,447,1,al_cpl
1149,1317,0,al_cpl
1149,57,0,al_cpl
1149,1040,0,al_cpl
1150,1237,0,al_cpl
1150,46,0,al_cpl
1150,988,0,al_cpl
1150,473,0,al_cpl
1150,940,0,al_cpl
1150,1300,0,al_cpl
1150,1387,0,al_cpl
1150,97,0,al_cpl
1150,1280,0,al_cpl
1150,1280,0,al_cpl
1150,202,0,al_cpl
1150,507,0,al_cpl
1150,189,0,al_cpl
1150,392,0,al_cpl
1150,674,0,al_cpl
1150,213,0,al_cpl
1150,116,0,al_cpl
1150,935,0,al_cpl
1150,1118,0,al_cpl
1150,25,0,al_cpl
1150,1424,0,al_cpl
1150,1363,0,al_cpl
1150,1240,0,al_cpl
1150,1138,0,al_cpl
1150,86,0,al_cpl
1150,418,0,al_cpl
1150,735,0,al_cpl
1150,175,0,al_cpl
1150,526,0,al_cpl
1150,1517,0,al_cpl
1150,1128,0,al_cpl
1150,678,0,al_cpl
1150,97,0,al_cpl
1150,1287,0,al_cpl
1150,1161,0,al_cpl
1150,704,0,al_cpl
1150,385,0,al_cpl
1150,1502,1,al_cpl
1150,147,0,al_cpl
1150,1093,1,al_cpl
1150,430,0,al_cpl
1150,1554,0,al_cpl
1150,295,0,al_cpl
1150,300,0,al_cpl
1150,475,0,al_cpl
1150,1497,0,al_cpl
1150,276,0,al_cpl
1150,161,0,al_cpl
1150,81,0,al_cpl
1150,892,0,al_cpl
1150,179,0,al_cpl
1150,202,0,al_cpl
1150,761,0,al_cpl
1150,290,0,al_cpl
1150,1343,0,al_cpl
1150,1138,0,al_cpl
1150,555,0,al_cpl
1150,1311,0,al_cpl
1150,1527,0,al_cpl
1150,1453,0,al_cpl
1150,1057,0,al_cpl
1150,1453,0,al_cpl
1150,1160,0,al_cpl
1150,1502,1,al_cpl
1150,142,0,al_cpl
1150,767,0,al_cpl
1150,1247,0,al_cpl
1150,1299,0,al_cpl
1150,725,0,al_cpl
1150,1019,0,al_cpl
1150,467,0,al_cpl
1150,40,0,al_cpl
1150,1352,0,al_cpl
1150,913,0,al_cpl
1150,1166,0,al_cpl
1150,1060,0,al_cpl
1151,125,0,moocML
1151,986,0,moocML
1151,241,0,moocML
1151,439,0,moocML
1151,987,0,moocML
1151,882,0,moocML
1151,1153,0,moocML
1151,545,1,moocML
1151,442,0,moocML
1151,401,0,moocML
1151,361,0,moocML
1151,1422,0,moocML
1151,685,0,moocML
1151,170,1,moocML
1151,603,0,moocML
1151,779,0,moocML
1151,134,0,moocML
1151,981,0,moocML
1151,688,0,moocML
1151,426,0,moocML
1151,616,0,moocML
1151,966,0,moocML
1151,283,0,moocML
1151,1056,0,moocML
1151,1403,0,moocML
1151,1075,0,moocML
1151,973,0,moocML
1151,1062,0,moocML
1151,692,0,moocML
1151,124,0,moocML
1151,547,0,moocML
1151,653,0,moocML
1151,1533,0,moocML
1151,878,0,moocML
1151,429,0,moocML
1151,282,0,moocML
1151,162,1,moocML
1151,895,0,moocML
1151,649,0,moocML
1151,662,0,moocML
1151,1214,0,moocML
1151,1154,0,moocML
1151,178,0,moocML
1151,498,1,moocML
1151,620,0,moocML
1151,181,0,moocML
1151,1456,0,moocML
1151,1073,0,moocML
1151,1223,1,moocML
1151,1271,0,moocML
1151,520,0,moocML
1151,646,0,moocML
1151,339,0,moocML
1151,1259,0,moocML
1151,156,0,moocML
1151,754,0,moocML
1151,341,0,moocML
1151,404,0,moocML
1151,673,0,moocML
1151,1482,0,moocML
1151,455,0,moocML
1151,509,0,moocML
1151,95,0,moocML
1151,1015,0,moocML
1151,1197,0,moocML
1151,950,0,moocML
1151,1431,1,moocML
1151,1063,0,moocML
1151,1097,0,moocML
1151,277,0,moocML
1151,1396,0,moocML
1151,871,0,moocML
1151,317,0,moocML
1151,165,0,moocML
1151,1140,0,moocML
1152,1406,0,drive
1153,1018,0,drive
1154,1353,0,al_cpl
1154,1211,0,al_cpl
1154,1404,1,al_cpl
1154,1312,0,al_cpl
1154,693,1,al_cpl
1154,984,1,al_cpl
1154,597,0,al_cpl
1154,5,1,al_cpl
1154,546,1,al_cpl
1154,312,0,al_cpl
1154,1553,0,al_cpl
1154,453,0,al_cpl
1154,1425,0,al_cpl
1154,1224,0,al_cpl
1154,87,0,al_cpl
1155,112,1,drive
1155,388,1,drive
1155,48,1,drive
1155,728,1,drive
1155,927,0,drive
1155,598,1,drive
1155,146,1,drive
1155,604,1,drive
1155,298,1,drive
1156,581,1,al_cpl
1156,1156,0,al_cpl
1156,1168,1,al_cpl
1156,380,1,al_cpl
1156,350,1,al_cpl
1156,624,1,al_cpl
1157,290,0,al_cpl
1157,555,0,al_cpl
1157,1138,0,al_cpl
1157,276,0,al_cpl
1157,473,0,al_cpl
1157,475,0,al_cpl
1157,452,0,al_cpl
1157,761,0,al_cpl
1157,725,0,al_cpl
1157,1311,0,al_cpl
1157,735,0,al_cpl
1157,1363,0,al_cpl
1157,1287,0,al_cpl
1157,1118,0,al_cpl
1157,892,0,al_cpl
1157,614,0,al_cpl
1157,334,0,al_cpl
1157,1299,0,al_cpl
1157,935,0,al_cpl
1157,46,0,al_cpl
1157,1517,0,al_cpl
1157,1247,0,al_cpl
1157,385,0,al_cpl
1157,1338,1,al_cpl
1157,558,0,al_cpl
1157,1502,1,al_cpl
1157,300,0,al_cpl
1157,1237,0,al_cpl
1157,913,0,al_cpl
1157,767,0,al_cpl
1157,161,0,al_cpl
1157,1036,0,al_cpl
1157,213,0,al_cpl
1157,1453,0,al_cpl
1157,1019,0,al_cpl
1157,392,0,al_cpl
1157,40,0,al_cpl
1157,1300,0,al_cpl
1157,1554,0,al_cpl
1157,1057,0,al_cpl
1157,116,0,al_cpl
1157,202,0,al_cpl
1157,86,0,al_cpl
1158,325,0,drive
1159,148,1,drive
1160,1584,0,drive
1160,905,1,drive
1160,168,0,drive
1160,240,0,drive
1160,358,1,drive
1160,1368,1,drive
1160,1009,0,drive
1160,650,0,drive
1160,230,0,drive
1160,1035,0,drive
1160,1066,1,drive
1160,1561,0,drive
1160,890,0,drive
1160,1416,0,drive
1160,730,1,drive
1160,1449,0,drive
1160,744,1,drive
1161,1451,1,drive
1161,618,1,drive
1162,1418,0,moocDSA
1162,1377,0,moocDSA
1162,446,0,moocDSA
1162,251,0,moocDSA
1162,848,0,moocDSA
1163,999,1,al_cpl
1163,1093,1,al_cpl
1164,1304,1,moocML
1164,455,0,moocML
1164,1360,0,moocML
1165,519,0,al_cpl
1165,336,0,al_cpl
1165,690,0,al_cpl
1165,1126,0,al_cpl
1165,411,0,al_cpl
1165,187,0,al_cpl
1165,1553,0,al_cpl
1165,1404,1,al_cpl
1165,1146,0,al_cpl
1165,994,0,al_cpl
1165,408,0,al_cpl
1165,143,0,al_cpl
1165,1258,0,al_cpl
1165,68,0,al_cpl
1165,5,1,al_cpl
1165,478,0,al_cpl
1165,144,0,al_cpl
1166,81,1,al_cpl
1166,752,1,al_cpl
1166,392,1,al_cpl
1166,202,1,al_cpl
1166,1338,1,al_cpl
1166,1502,1,al_cpl
1166,1093,1,al_cpl
1166,1240,1,al_cpl
1167,1525,0,al_cpl
1167,582,1,al_cpl
1167,908,1,al_cpl
1167,588,1,al_cpl
1167,1087,0,al_cpl
1167,140,0,al_cpl
1167,941,1,al_cpl
1167,586,0,al_cpl
1167,1054,1,al_cpl
1167,546,1,al_cpl
1167,984,1,al_cpl
1167,255,0,al_cpl
1167,1375,0,al_cpl
1167,153,1,al_cpl
1167,160,0,al_cpl
1167,805,0,al_cpl
1167,43,1,al_cpl
1167,1384,0,al_cpl
1167,597,0,al_cpl
1167,964,0,al_cpl
1167,126,1,al_cpl
1167,740,1,al_cpl
1167,1511,0,al_cpl
1167,693,1,al_cpl
1167,995,0,al_cpl
1167,1503,0,al_cpl
1167,741,0,al_cpl
1167,1125,1,al_cpl
1168,178,0,moocML
1168,439,1,moocML
1168,561,0,moocML
1168,885,0,moocML
1168,662,0,moocML
1168,1274,0,moocML
1168,95,0,moocML
1168,134,0,moocML
1168,1217,0,moocML
1168,975,0,moocML
1168,41,1,moocML
1168,1067,0,moocML
1168,646,0,moocML
1168,963,0,moocML
1168,1548,0,moocML
1168,401,0,moocML
1168,1434,0,moocML
1168,878,1,moocML
1168,493,0,moocML
1168,341,0,moocML
1168,47,0,moocML
1168,404,0,moocML
1168,264,0,moocML
1169,775,1,drive
1169,322,0,drive
1169,1043,1,drive
1170,544,0,al_cpl
1170,1313,0,al_cpl
1170,1494,0,al_cpl
1170,876,0,al_cpl
1170,247,0,al_cpl
1170,1546,0,al_cpl
1170,660,0,al_cpl
1170,8,0,al_cpl
1170,647,0,al_cpl
1171,1376,1,al_cpl
1171,1093,1,al_cpl
1171,1289,1,al_cpl
1171,1025,1,al_cpl
1171,1317,1,al_cpl
1171,208,1,al_cpl
1171,1596,0,al_cpl
1171,686,1,al_cpl
1171,1440,1,al_cpl
1171,460,1,al_cpl
1171,760,1,al_cpl
1171,1088,0,al_cpl
1171,1569,0,al_cpl
1172,722,1,drive
1172,1185,0,drive
1172,1451,1,drive
1172,342,0,drive
1172,1515,1,drive
1172,171,1,drive
1173,1435,0,moocML
1173,616,0,moocML
1173,18,0,moocML
1173,1533,0,moocML
1173,1294,0,moocML
1173,1483,0,moocML
1173,369,0,moocML
1173,1214,0,moocML
1174,856,0,drive
1174,84,0,drive
1174,65,0,drive
1174,1308,0,drive
1174,1180,1,drive
1174,70,0,drive
1174,989,0,drive
1174,1121,0,drive
1174,1571,0,drive
1174,1201,0,drive
1175,451,0,drive
1175,777,0,drive
1175,60,1,drive
1175,1034,0,drive
1175,1190,1,drive
1175,1585,0,drive
1175,1228,0,drive
1175,1296,0,drive
1175,1191,0,drive
1175,1575,0,drive
1176,1019,0,al_cpl
1176,1517,0,al_cpl
1176,147,0,al_cpl
1176,116,0,al_cpl
1176,392,0,al_cpl
1176,40,0,al_cpl
1176,202,1,al_cpl
1176,1338,1,al_cpl
1176,526,0,al_cpl
1176,913,0,al_cpl
1176,161,0,al_cpl
1176,935,0,al_cpl
1176,892,0,al_cpl
1176,1502,1,al_cpl
1176,1300,0,al_cpl
1176,1138,0,al_cpl
1176,81,1,al_cpl
1176,385,0,al_cpl
1176,1554,0,al_cpl
1176,86,0,al_cpl
1176,473,0,al_cpl
1176,475,0,al_cpl
1176,276,0,al_cpl
1176,1036,0,al_cpl
1176,767,0,al_cpl
1176,735,0,al_cpl
1176,1057,0,al_cpl
1176,452,0,al_cpl
1176,1424,0,al_cpl
1176,1311,0,al_cpl
1176,1299,0,al_cpl
1176,725,0,al_cpl
1176,558,0,al_cpl
1176,1118,0,al_cpl
1176,213,0,al_cpl
1176,1343,1,al_cpl
1176,290,0,al_cpl
1176,46,0,al_cpl
1176,1287,0,al_cpl
1176,1237,0,al_cpl
1176,761,0,al_cpl
1176,1247,0,al_cpl
1177,1464,0,al_cpl
1177,651,0,al_cpl
1177,50,0,al_cpl
1177,1539,0,al_cpl
1177,1313,0,al_cpl
1177,544,0,al_cpl
1177,51,0,al_cpl
1177,928,0,al_cpl
1177,1510,0,al_cpl
1177,469,0,al_cpl
1177,615,0,al_cpl
1177,568,0,al_cpl
1177,346,0,al_cpl
1177,641,0,al_cpl
1177,1568,0,al_cpl
1177,217,0,al_cpl
1177,876,0,al_cpl
1177,1156,0,al_cpl
1177,1583,0,al_cpl
1177,1541,0,al_cpl
1178,1165,0,moocDSA
1178,190,0,moocDSA
1178,746,0,moocDSA
1178,861,0,moocDSA
1178,242,0,moocDSA
1178,1175,0,moocDSA
1178,920,0,moocDSA
1178,675,1,moocDSA
1178,1315,0,moocDSA
1178,750,0,moocDSA
1178,726,0,moocDSA
1178,1495,0,moocDSA
1178,1446,0,moocDSA
1179,1124,1,drive
1179,145,1,drive
1179,1,1,drive
1180,168,0,drive
1180,905,0,drive
1181,744,1,drive
1181,1529,1,drive
1181,938,0,drive
1181,135,0,drive
1181,985,1,drive
1181,344,1,drive
1181,1298,0,drive
1181,240,0,drive
1181,505,1,drive
1181,550,0,drive
1181,820,0,drive
1181,1532,1,drive
1181,905,1,drive
1181,730,1,drive
1181,168,1,drive
1181,621,1,drive
1181,890,1,drive
1181,1392,0,drive
1181,62,0,drive
1181,869,1,drive
1181,1499,0,drive
1181,1561,1,drive
1181,358,1,drive
1181,1415,1,drive
1181,1368,1,drive
1181,1009,0,drive
1181,1371,0,drive
1181,823,0,drive
1181,1035,0,drive
1181,1402,1,drive
1181,488,0,drive
1181,230,1,drive
1181,31,0,drive
1181,136,0,drive
1181,89,0,drive
1181,663,0,drive
1181,1537,0,drive
1181,808,0,drive
1182,494,0,al_cpl
1183,911,0,drive
1183,274,0,drive
1184,1057,0,al_cpl
1184,913,0,al_cpl
1184,1502,1,al_cpl
1184,1554,0,al_cpl
1184,40,0,al_cpl
1184,1343,0,al_cpl
1184,473,0,al_cpl
1185,308,1,drive
1186,1404,1,al_cpl
1186,87,0,al_cpl
1186,1540,0,al_cpl
1186,1258,1,al_cpl
1187,1559,0,al_cpl
1187,1236,0,al_cpl
1187,812,0,al_cpl
1187,552,0,al_cpl
1187,1289,1,al_cpl
1187,323,0,al_cpl
1187,356,0,al_cpl
1187,1473,0,al_cpl
1187,1089,0,al_cpl
1187,1461,0,al_cpl
1187,364,0,al_cpl
1187,1410,0,al_cpl
1187,1006,0,al_cpl
1187,1241,0,al_cpl
1187,130,0,al_cpl
1187,293,0,al_cpl
1187,1481,0,al_cpl
1187,1357,0,al_cpl
1187,280,0,al_cpl
1187,1498,0,al_cpl
1187,1301,1,al_cpl
1187,866,0,al_cpl
1187,798,0,al_cpl
1187,460,0,al_cpl
1188,803,1,moocDSA
1188,1013,0,moocDSA
1188,1563,1,moocDSA
1188,261,0,moocDSA
1188,1580,1,moocDSA
1188,7,0,moocDSA
1188,848,0,moocDSA
1188,251,0,moocDSA
1188,916,0,moocDSA
1188,815,0,moocDSA
1188,1206,1,moocDSA
1188,1567,0,moocDSA
1188,1522,0,moocDSA
1188,1175,0,moocDSA
1188,696,0,moocDSA
1188,489,0,moocDSA
1188,1328,1,moocDSA
1189,1153,0,moocML
1189,125,0,moocML
1189,561,0,moocML
1189,881,0,moocML
1189,244,0,moocML
1189,156,0,moocML
1189,620,0,moocML
1189,93,0,moocML
1189,616,0,moocML
1189,688,0,moocML
1189,1271,0,moocML
1189,843,0,moocML
1189,463,1,moocML
1189,36,0,moocML
1189,646,1,moocML
1189,547,0,moocML
1189,195,1,moocML
1189,852,0,moocML
1189,432,0,moocML
1189,1075,0,moocML
1189,1212,0,moocML
1189,662,0,moocML
1189,1047,0,moocML
1189,1062,0,moocML
1189,66,0,moocML
1189,1086,0,moocML
1189,503,0,moocML
1189,745,0,moocML
1189,199,0,moocML
1189,603,0,moocML
1190,119,0,al_cpl
1191,396,0,moocDSA
1191,1021,0,moocDSA
1191,916,0,moocDSA
1191,1194,0,moocDSA
1192,105,0,al_cpl
1192,1174,0,al_cpl
1192,394,0,al_cpl
1192,1528,0,al_cpl
1192,153,0,al_cpl
1192,588,0,al_cpl
1192,1525,0,al_cpl
1192,160,0,al_cpl
1192,896,0,al_cpl
1192,747,0,al_cpl
1193,676,1,moocDSA
1193,1485,1,moocDSA
1193,1432,1,moocDSA
1193,1114,1,moocDSA
1194,1161,1,al_cpl
1194,1019,0,al_cpl
1194,738,1,al_cpl
1194,1240,1,al_cpl
1194,81,1,al_cpl
1194,475,0,al_cpl
1194,40,0,al_cpl
1194,526,0,al_cpl
1194,1338,1,al_cpl
1194,213,0,al_cpl
1194,1502,1,al_cpl
1195,825,1,drive
1196,433,0,moocDSA
1196,1377,0,moocDSA
1196,1486,0,moocDSA
1196,1490,1,moocDSA
1196,261,0,moocDSA
1196,190,0,moocDSA
1196,1418,0,moocDSA
1196,214,0,moocDSA
1196,251,1,moocDSA
1196,1106,1,moocDSA
1196,726,0,moocDSA
1196,815,1,moocDSA
1196,1065,0,moocDSA
1196,596,0,moocDSA
1196,368,0,moocDSA
1196,872,1,moocDSA
1196,1314,0,moocDSA
1196,675,1,moocDSA
1196,1367,1,moocDSA
1196,64,0,moocDSA
1196,1170,1,moocDSA
1196,1213,0,moocDSA
