,conceptA,conceptB,isPrerequisite,dataset,file,conceptA_ind,conceptB_ind,fileB
12748,1167,941,1,al_cpl,al_cpl,151,199,al_cpl
12754,1167,1384,0,al_cpl,al_cpl,151,15,al_cpl
12753,1167,995,0,al_cpl,al_cpl,151,425,al_cpl
12752,1167,43,1,al_cpl,al_cpl,151,144,al_cpl
12751,1167,984,1,al_cpl,al_cpl,151,143,al_cpl
12750,1167,126,1,al_cpl,al_cpl,151,87,al_cpl
12737,1167,1093,1,pseudo,al_cpl,435,298,al_cpl
12757,1167,153,1,al_cpl,al_cpl,151,540,al_cpl
12758,1167,1525,0,al_cpl,al_cpl,151,363,al_cpl
12759,1167,964,0,al_cpl,al_cpl,151,537,al_cpl
12760,1167,586,0,al_cpl,al_cpl,151,120,al_cpl
12761,1167,1375,0,al_cpl,al_cpl,151,196,al_cpl
12762,1167,1511,0,al_cpl,al_cpl,151,514,al_cpl
12763,1167,693,1,al_cpl,al_cpl,151,289,al_cpl
12764,1167,1125,1,al_cpl,al_cpl,151,271,al_cpl
12756,1167,1054,1,al_cpl,al_cpl,151,161,al_cpl
12749,1167,160,0,al_cpl,al_cpl,151,247,al_cpl
12737,1167,745,0,pseudo,al_cpl,339,324,mooc
12770,1168,493,0,moocML,mooc,425,142,mooc
12783,1168,1548,0,moocML,mooc,425,347,mooc
12782,1168,404,0,moocML,mooc,425,35,mooc
12781,1168,134,0,moocML,mooc,425,51,mooc
12780,1168,561,0,moocML,mooc,425,218,mooc
12779,1168,41,1,moocML,mooc,425,326,mooc
12778,1168,401,0,moocML,mooc,425,56,mooc
12769,1168,646,0,moocML,mooc,425,91,mooc
12777,1168,178,0,moocML,mooc,425,355,mooc
12775,1168,662,0,moocML,mooc,425,80,mooc
12774,1168,341,0,moocML,mooc,425,284,mooc
12773,1168,1274,0,moocML,mooc,425,301,mooc
12772,1168,1217,0,moocML,mooc,425,295,mooc
12771,1168,439,1,moocML,mooc,425,182,mooc
12766,1168,264,0,moocML,mooc,425,309,mooc
12767,1168,885,0,moocML,mooc,425,314,mooc
12776,1168,47,0,moocML,mooc,425,126,mooc
12768,1168,975,0,moocML,mooc,425,203,mooc
12765,1168,963,0,moocML,mooc,425,404,mooc
12784,1169,775,1,drive,drive,121,536,drive
12785,1169,322,0,drive,drive,121,529,drive
12792,1170,1546,0,al_cpl,al_cpl,389,35,al_cpl
12794,1170,544,0,al_cpl,al_cpl,389,328,al_cpl
12793,1170,1494,0,al_cpl,al_cpl,389,309,al_cpl
12791,1170,247,0,al_cpl,al_cpl,389,488,al_cpl
12787,1170,8,0,al_cpl,al_cpl,389,303,al_cpl
12788,1170,660,0,al_cpl,al_cpl,389,272,al_cpl
12789,1170,647,0,al_cpl,al_cpl,389,34,al_cpl
12790,1170,1313,0,al_cpl,al_cpl,389,383,al_cpl
12786,1170,876,0,al_cpl,al_cpl,389,27,al_cpl
12795,1171,603,0,pseudo,al_cpl,401,107,mooc
12801,1171,686,1,al_cpl,al_cpl,203,166,al_cpl
12795,1171,1569,0,al_cpl,al_cpl,203,387,al_cpl
12796,1171,1596,0,al_cpl,al_cpl,203,177,al_cpl
12797,1171,208,1,al_cpl,al_cpl,203,8,al_cpl
12798,1171,1289,1,al_cpl,al_cpl,203,342,al_cpl
12799,1171,1093,1,al_cpl,al_cpl,203,298,al_cpl
12800,1171,1317,1,al_cpl,al_cpl,203,418,al_cpl
12795,1171,745,0,pseudo,al_cpl,339,324,mooc
12795,1171,1301,1,pseudo,al_cpl,499,25,al_cpl
12804,1171,1088,0,al_cpl,al_cpl,203,46,al_cpl
12795,1171,1502,1,pseudo,al_cpl,435,210,al_cpl
12795,1171,966,0,pseudo,al_cpl,272,311,mooc
12803,1171,1376,1,al_cpl,al_cpl,203,7,al_cpl
12802,1171,1025,1,al_cpl,al_cpl,203,245,al_cpl
12795,1171,1404,1,pseudo,al_cpl,193,365,al_cpl
12805,1171,760,1,al_cpl,al_cpl,203,68,al_cpl
12808,1172,722,1,drive,drive,35,481,drive
12809,1172,171,1,drive,drive,35,463,drive
12810,1172,342,0,drive,drive,35,459,drive
12806,1172,745,0,pseudo,drive,339,324,mooc
12806,1172,1451,1,drive,drive,35,507,drive
12806,1172,1093,1,pseudo,drive,435,298,al_cpl
12807,1172,1185,0,drive,drive,35,492,drive
12811,1173,1294,0,moocML,mooc,310,64,mooc
12813,1173,1435,0,moocML,mooc,310,307,mooc
12814,1173,18,0,moocML,mooc,310,32,mooc
12815,1173,369,0,moocML,mooc,310,237,mooc
12816,1173,1533,0,moocML,mooc,310,273,mooc
12817,1173,1214,0,moocML,mooc,310,181,mooc
12812,1173,616,0,moocML,mooc,310,28,mooc
12818,1173,1483,0,moocML,mooc,310,2,mooc
12820,1174,1121,0,drive,drive,275,752,drive
12822,1174,70,0,drive,drive,275,737,drive
12823,1174,1308,0,drive,drive,275,301,drive
12824,1174,84,0,drive,drive,275,741,drive
12825,1174,65,0,drive,drive,275,660,drive
12826,1174,989,0,drive,drive,275,676,drive
12827,1174,1180,1,drive,drive,275,264,drive
12828,1174,856,0,drive,drive,275,708,drive
12819,1174,1201,0,drive,drive,275,713,drive
12821,1174,1571,0,drive,drive,275,367,drive
12835,1175,1585,0,drive,drive,50,863,drive
12829,1175,1033,1,pseudo,drive,98,99,al_cpl
12836,1175,1190,1,drive,drive,50,839,drive
12838,1175,1296,0,drive,drive,50,852,drive
12829,1175,1191,0,drive,drive,50,45,drive
12829,1175,881,0,pseudo,drive,272,275,mooc
12831,1175,777,0,drive,drive,50,841,drive
12837,1175,451,0,drive,drive,50,873,drive
12833,1175,1228,0,drive,drive,50,342,drive
12834,1175,60,1,drive,drive,50,53,drive
12830,1175,1575,0,drive,drive,50,874,drive
12832,1175,1034,0,drive,drive,50,291,drive
12853,1176,81,1,al_cpl,al_cpl,139,276,al_cpl
12852,1176,1502,1,al_cpl,al_cpl,139,210,al_cpl
12851,1176,473,0,al_cpl,al_cpl,139,78,al_cpl
12850,1176,1300,0,al_cpl,al_cpl,139,13,al_cpl
12849,1176,475,0,al_cpl,al_cpl,139,404,al_cpl
12839,1176,369,0,pseudo,al_cpl,272,237,mooc
12854,1176,1311,0,al_cpl,al_cpl,139,180,al_cpl
12876,1176,86,0,al_cpl,al_cpl,139,248,al_cpl
12875,1176,1299,0,al_cpl,al_cpl,139,224,al_cpl
12874,1176,1424,0,al_cpl,al_cpl,139,222,al_cpl
12873,1176,392,0,al_cpl,al_cpl,139,518,al_cpl
12872,1176,40,0,al_cpl,al_cpl,139,378,al_cpl
12871,1176,1554,0,al_cpl,al_cpl,139,355,al_cpl
12870,1176,1338,1,al_cpl,al_cpl,139,374,al_cpl
12869,1176,452,0,al_cpl,al_cpl,139,344,al_cpl
12868,1176,761,0,al_cpl,al_cpl,139,396,al_cpl
12867,1176,1247,0,al_cpl,al_cpl,139,253,al_cpl
12848,1176,116,0,al_cpl,al_cpl,139,359,al_cpl
12866,1176,147,0,al_cpl,al_cpl,139,504,al_cpl
12864,1176,290,0,al_cpl,al_cpl,139,18,al_cpl
12863,1176,935,0,al_cpl,al_cpl,139,399,al_cpl
12862,1176,1287,0,al_cpl,al_cpl,139,106,al_cpl
12861,1176,385,0,al_cpl,al_cpl,139,397,al_cpl
12860,1176,767,0,al_cpl,al_cpl,139,462,al_cpl
12859,1176,1138,0,al_cpl,al_cpl,139,433,al_cpl
12858,1176,1517,0,al_cpl,al_cpl,139,221,al_cpl
12857,1176,913,0,al_cpl,al_cpl,139,390,al_cpl
12856,1176,1019,0,al_cpl,al_cpl,139,479,al_cpl
12855,1176,276,0,al_cpl,al_cpl,139,255,al_cpl
12865,1176,1343,1,al_cpl,al_cpl,139,534,al_cpl
12847,1176,558,0,al_cpl,al_cpl,139,473,al_cpl
12839,1176,46,0,al_cpl,al_cpl,139,519,al_cpl
12845,1176,1057,0,al_cpl,al_cpl,139,431,al_cpl
12844,1176,1237,0,al_cpl,al_cpl,139,485,al_cpl
12843,1176,1036,0,al_cpl,al_cpl,139,5,al_cpl
12842,1176,202,1,al_cpl,al_cpl,139,277,al_cpl
12841,1176,892,0,al_cpl,al_cpl,139,118,al_cpl
12840,1176,526,0,al_cpl,al_cpl,139,169,al_cpl
12839,1176,1093,1,pseudo,al_cpl,435,298,al_cpl
12839,1176,208,1,pseudo,al_cpl,280,8,al_cpl
12846,1176,735,0,al_cpl,al_cpl,139,262,al_cpl
12839,1176,745,0,pseudo,al_cpl,339,324,mooc
12888,1177,615,0,al_cpl,al_cpl,486,323,al_cpl
12887,1177,1541,0,al_cpl,al_cpl,486,31,al_cpl
12886,1177,346,0,al_cpl,al_cpl,486,282,al_cpl
12877,1177,876,0,al_cpl,al_cpl,486,27,al_cpl
12881,1177,1313,0,al_cpl,al_cpl,486,383,al_cpl
12879,1177,1583,0,al_cpl,al_cpl,486,419,al_cpl
12880,1177,1464,0,al_cpl,al_cpl,486,109,al_cpl
12889,1177,469,0,al_cpl,al_cpl,486,500,al_cpl
12882,1177,1539,0,al_cpl,al_cpl,486,187,al_cpl
12883,1177,50,0,al_cpl,al_cpl,486,59,al_cpl
12878,1177,1156,0,al_cpl,al_cpl,486,107,al_cpl
12890,1177,641,0,al_cpl,al_cpl,486,101,al_cpl
12885,1177,51,0,al_cpl,al_cpl,486,386,al_cpl
12892,1177,217,0,al_cpl,al_cpl,486,182,al_cpl
12893,1177,928,0,al_cpl,al_cpl,486,451,al_cpl
12894,1177,544,0,al_cpl,al_cpl,486,328,al_cpl
12884,1177,1568,0,al_cpl,al_cpl,486,20,al_cpl
12891,1177,568,0,al_cpl,al_cpl,486,108,al_cpl
12897,1178,190,0,moocDSA,mooc,168,114,mooc
12898,1178,726,0,moocDSA,mooc,168,20,mooc
12899,1178,1315,0,moocDSA,mooc,168,346,mooc
12900,1178,1175,0,moocDSA,mooc,168,333,mooc
12901,1178,750,0,moocDSA,mooc,168,156,mooc
12902,1178,675,1,moocDSA,mooc,168,98,mooc
12903,1178,1495,0,moocDSA,mooc,168,231,mooc
12904,1178,861,0,moocDSA,mooc,168,375,mooc
12905,1178,920,0,moocDSA,mooc,168,320,mooc
12895,1178,746,0,moocDSA,mooc,168,283,mooc
12896,1178,1165,0,moocDSA,mooc,168,217,mooc
12906,1179,1093,1,pseudo,drive,435,298,al_cpl
12906,1179,745,0,pseudo,drive,339,324,mooc
12907,1179,1,1,drive,drive,208,82,drive
12906,1179,145,1,drive,drive,208,81,drive
12909,1180,905,0,drive,drive,221,600,drive
12908,1180,168,0,drive,drive,221,592,drive
12910,1181,317,0,pseudo,drive,272,147,mooc
12922,1181,1009,0,drive,drive,218,7,drive
12923,1181,1298,0,drive,drive,218,678,drive
12924,1181,1499,0,drive,drive,218,423,drive
12925,1181,730,1,drive,drive,218,220,drive
12927,1181,1561,1,drive,drive,218,222,drive
12928,1181,1529,1,drive,drive,218,122,drive
12929,1181,820,0,drive,drive,218,662,drive
12930,1181,62,0,drive,drive,218,563,drive
12931,1181,869,1,drive,drive,218,97,drive
12932,1181,230,1,drive,drive,218,4,drive
12933,1181,621,1,drive,drive,218,795,drive
12934,1181,1392,0,drive,drive,218,665,drive
12935,1181,89,0,drive,drive,218,663,drive
12936,1181,938,0,drive,drive,218,670,drive
12937,1181,905,1,drive,drive,218,600,drive
12938,1181,890,1,drive,drive,218,594,drive
12939,1181,344,1,drive,drive,218,797,drive
12940,1181,744,1,drive,drive,218,21,drive
12941,1181,135,0,drive,drive,218,779,drive
12942,1181,823,0,drive,drive,218,418,drive
12943,1181,663,0,drive,drive,218,604,drive
12944,1181,1402,1,drive,drive,218,609,drive
12945,1181,488,0,drive,drive,218,664,drive
12921,1181,1368,1,drive,drive,218,221,drive
12920,1181,1415,1,drive,drive,218,595,drive
12926,1181,1035,0,drive,drive,218,3,drive
12918,1181,1532,1,drive,drive,218,602,drive
12910,1181,700,0,pseudo,drive,185,289,mooc
12910,1181,1062,0,pseudo,drive,272,118,mooc
12910,1181,603,0,pseudo,drive,401,107,mooc
12919,1181,136,0,drive,drive,218,666,drive
12910,1181,81,1,pseudo,drive,435,276,al_cpl
12910,1181,1338,1,pseudo,drive,378,374,al_cpl
12910,1181,208,1,pseudo,drive,280,8,al_cpl
12910,1181,1502,1,pseudo,drive,435,210,al_cpl
12910,1181,745,0,pseudo,drive,339,324,mooc
12910,1181,1371,0,drive,drive,218,671,drive
12911,1181,31,0,drive,drive,218,784,drive
12912,1181,505,1,drive,drive,218,606,drive
12913,1181,550,0,drive,drive,218,608,drive
12910,1181,1093,1,pseudo,drive,435,298,al_cpl
12917,1181,985,1,drive,drive,218,5,drive
12916,1181,1537,0,drive,drive,218,778,drive
12915,1181,358,1,drive,drive,218,6,drive
12914,1181,240,0,drive,drive,218,107,drive
12946,1182,494,0,al_cpl,al_cpl,312,111,al_cpl
12948,1183,274,0,drive,drive,318,899,drive
12947,1183,911,0,drive,drive,318,561,drive
12953,1184,40,0,al_cpl,al_cpl,183,378,al_cpl
12949,1184,913,0,al_cpl,al_cpl,183,390,al_cpl
12950,1184,1554,0,al_cpl,al_cpl,183,355,al_cpl
12951,1184,473,0,al_cpl,al_cpl,183,78,al_cpl
12952,1184,1057,0,al_cpl,al_cpl,183,431,al_cpl
12954,1184,1502,1,al_cpl,al_cpl,183,210,al_cpl
12955,1185,308,1,drive,drive,437,901,drive
12958,1186,1404,1,al_cpl,al_cpl,196,365,al_cpl
12957,1186,1258,1,al_cpl,al_cpl,196,321,al_cpl
12956,1186,1540,0,al_cpl,al_cpl,196,335,al_cpl
12967,1187,1289,1,al_cpl,al_cpl,7,342,al_cpl
12968,1187,323,0,al_cpl,al_cpl,7,413,al_cpl
12969,1187,1498,0,al_cpl,al_cpl,7,112,al_cpl
12970,1187,130,0,al_cpl,al_cpl,7,499,al_cpl
12971,1187,1301,1,al_cpl,al_cpl,7,25,al_cpl
12978,1187,356,0,al_cpl,al_cpl,7,527,al_cpl
12972,1187,1357,0,al_cpl,al_cpl,7,203,al_cpl
12973,1187,552,0,al_cpl,al_cpl,7,498,al_cpl
12974,1187,1089,0,al_cpl,al_cpl,7,380,al_cpl
12975,1187,798,0,al_cpl,al_cpl,7,29,al_cpl
12976,1187,1410,0,al_cpl,al_cpl,7,228,al_cpl
12977,1187,1461,0,al_cpl,al_cpl,7,301,al_cpl
12979,1187,460,0,al_cpl,al_cpl,7,379,al_cpl
12966,1187,866,0,al_cpl,al_cpl,7,41,al_cpl
12964,1187,280,0,al_cpl,al_cpl,7,40,al_cpl
12963,1187,1559,0,al_cpl,al_cpl,7,175,al_cpl
12962,1187,293,0,al_cpl,al_cpl,7,10,al_cpl
12961,1187,812,0,al_cpl,al_cpl,7,286,al_cpl
12960,1187,364,0,al_cpl,al_cpl,7,358,al_cpl
12959,1187,1241,0,al_cpl,al_cpl,7,160,al_cpl
12959,1187,1093,1,pseudo,al_cpl,435,298,al_cpl
12959,1187,1404,1,pseudo,al_cpl,193,365,al_cpl
12965,1187,1481,0,al_cpl,al_cpl,7,39,al_cpl
12959,1187,745,0,pseudo,al_cpl,339,324,mooc
12959,1187,369,0,pseudo,al_cpl,272,237,mooc
12987,1188,7,0,moocDSA,mooc,154,86,mooc
12988,1188,489,0,moocDSA,mooc,154,72,mooc
12992,1188,1328,1,moocDSA,mooc,154,288,mooc
12991,1188,1206,1,moocDSA,mooc,154,122,mooc
12986,1188,1175,0,moocDSA,mooc,154,333,mooc
12990,1188,1567,0,moocDSA,mooc,154,313,mooc
12985,1188,1563,1,moocDSA,mooc,154,433,mooc
12989,1188,1522,0,moocDSA,mooc,154,235,mooc
12983,1188,261,0,moocDSA,mooc,154,215,mooc
12982,1188,251,0,moocDSA,mooc,154,23,mooc
12981,1188,803,1,moocDSA,mooc,154,359,mooc
12980,1188,815,0,moocDSA,mooc,154,242,mooc
12980,1188,966,0,pseudo,mooc,272,311,mooc
12980,1188,1404,1,pseudo,mooc,193,365,al_cpl
12984,1188,848,0,moocDSA,mooc,154,386,mooc
13019,1189,881,0,moocML,mooc,82,275,mooc
13018,1189,603,0,moocML,mooc,82,107,mooc
13017,1189,156,0,moocML,mooc,82,191,mooc
13016,1189,244,0,moocML,mooc,82,385,mooc
13015,1189,125,0,moocML,mooc,82,438,mooc
13002,1189,688,0,moocML,mooc,82,236,mooc
13014,1189,662,0,moocML,mooc,82,80,mooc
13013,1189,463,1,moocML,mooc,82,8,mooc
13012,1189,843,0,moocML,mooc,82,130,mooc
13009,1189,1047,0,moocML,mooc,82,388,mooc
13010,1189,561,0,moocML,mooc,82,218,mooc
13008,1189,1153,0,moocML,mooc,82,132,mooc
13007,1189,1062,0,moocML,mooc,82,118,mooc
13006,1189,199,0,moocML,mooc,82,298,mooc
13005,1189,852,0,moocML,mooc,82,48,mooc
13003,1189,1086,0,moocML,mooc,82,406,mooc
13004,1189,745,0,moocML,mooc,82,324,mooc
13020,1189,503,0,moocML,mooc,82,296,mooc
13011,1189,195,1,moocML,mooc,82,174,mooc
13021,1189,66,0,moocML,mooc,82,63,mooc
13000,1189,620,0,moocML,mooc,82,146,mooc
12993,1189,1212,0,moocML,mooc,82,372,mooc
12995,1189,1271,0,moocML,mooc,82,216,mooc
12996,1189,36,0,moocML,mooc,82,244,mooc
12997,1189,547,0,moocML,mooc,82,75,mooc
12998,1189,93,0,moocML,mooc,82,381,mooc
12999,1189,646,1,moocML,mooc,82,91,mooc
12994,1189,616,0,moocML,mooc,82,28,mooc
13001,1189,432,0,moocML,mooc,82,17,mooc
13022,1190,119,0,al_cpl,al_cpl,458,388,al_cpl
13026,1191,1021,0,moocDSA,mooc,76,340,mooc
13025,1191,1194,0,moocDSA,mooc,76,208,mooc
13024,1191,396,0,moocDSA,mooc,76,262,mooc
13023,1191,916,0,moocDSA,mooc,76,435,mooc
13029,1192,588,0,al_cpl,al_cpl,15,539,al_cpl
13028,1192,1528,0,al_cpl,al_cpl,15,229,al_cpl
13035,1192,153,0,al_cpl,al_cpl,15,540,al_cpl
13033,1192,160,0,al_cpl,al_cpl,15,247,al_cpl
13032,1192,1174,0,al_cpl,al_cpl,15,246,al_cpl
13031,1192,896,0,al_cpl,al_cpl,15,230,al_cpl
13030,1192,747,0,al_cpl,al_cpl,15,484,al_cpl
13027,1192,394,0,al_cpl,al_cpl,15,89,al_cpl
13036,1192,105,0,al_cpl,al_cpl,15,538,al_cpl
13034,1192,1525,0,al_cpl,al_cpl,15,363,al_cpl
13037,1193,1404,1,pseudo,mooc,193,365,al_cpl
13038,1193,676,1,moocDSA,mooc,155,229,mooc
13040,1193,1485,1,moocDSA,mooc,155,166,mooc
13039,1193,1114,1,moocDSA,mooc,155,21,mooc
13037,1193,673,0,pseudo,mooc,270,29,mooc
13037,1193,1432,1,moocDSA,mooc,155,437,mooc
13049,1194,1502,1,al_cpl,al_cpl,423,210,al_cpl
13042,1194,81,1,al_cpl,al_cpl,423,276,al_cpl
13041,1194,1338,1,al_cpl,al_cpl,423,374,al_cpl
13041,1194,745,0,pseudo,al_cpl,339,324,mooc
13041,1194,603,0,pseudo,al_cpl,401,107,mooc
13041,1194,208,1,pseudo,al_cpl,280,8,al_cpl
13050,1194,1161,1,al_cpl,al_cpl,423,421,al_cpl
13041,1194,1093,1,pseudo,al_cpl,435,298,al_cpl
13047,1194,1019,0,al_cpl,al_cpl,423,479,al_cpl
13043,1194,526,0,al_cpl,al_cpl,423,169,al_cpl
13048,1194,475,0,al_cpl,al_cpl,423,404,al_cpl
13046,1194,40,0,al_cpl,al_cpl,423,378,al_cpl
13044,1194,213,0,al_cpl,al_cpl,423,420,al_cpl
13045,1194,1240,1,al_cpl,al_cpl,423,17,al_cpl
13051,1195,825,1,drive,drive,414,386,drive
13056,1196,1367,1,moocDSA,mooc,34,168,mooc
13077,1196,1377,0,moocDSA,mooc,34,154,mooc
13078,1196,1021,0,moocDSA,mooc,34,340,mooc
13079,1196,726,0,moocDSA,mooc,34,20,mooc
13080,1196,872,1,moocDSA,mooc,34,260,mooc
13081,1196,64,0,moocDSA,mooc,34,434,mooc
13082,1196,251,1,moocDSA,mooc,34,23,mooc
13055,1196,190,0,moocDSA,mooc,34,114,mooc
13052,1196,700,0,pseudo,mooc,185,289,mooc
13052,1196,509,0,pseudo,mooc,298,383,mooc
13052,1196,852,0,pseudo,mooc,339,48,mooc
13052,1196,433,0,moocDSA,mooc,34,50,mooc
13053,1196,1065,0,moocDSA,mooc,34,73,mooc
13054,1196,815,1,moocDSA,mooc,34,242,mooc
13052,1196,1502,1,pseudo,mooc,435,210,al_cpl
13052,1196,1093,1,pseudo,mooc,435,298,al_cpl
13076,1196,675,1,moocDSA,mooc,34,98,mooc
13075,1196,827,0,moocDSA,mooc,34,426,mooc
13052,1196,1404,1,pseudo,mooc,193,365,al_cpl
13073,1196,261,0,moocDSA,mooc,34,215,mooc
13064,1196,214,0,moocDSA,mooc,34,281,mooc
13063,1196,531,0,moocDSA,mooc,34,379,mooc
13062,1196,1170,1,moocDSA,mooc,34,116,mooc
13066,1196,1513,0,moocDSA,mooc,34,342,mooc
13061,1196,596,0,moocDSA,mooc,34,90,mooc
13060,1196,1563,0,moocDSA,mooc,34,433,mooc
13059,1196,446,0,moocDSA,mooc,34,364,mooc
13058,1196,1486,0,moocDSA,mooc,34,280,mooc
13057,1196,1213,0,moocDSA,mooc,34,303,mooc
13067,1196,1490,1,moocDSA,mooc,34,223,mooc
13068,1196,489,0,moocDSA,mooc,34,72,mooc
13069,1196,1446,1,moocDSA,mooc,34,87,mooc
13070,1196,1418,0,moocDSA,mooc,34,212,mooc
13071,1196,1194,0,moocDSA,mooc,34,208,mooc
13072,1196,368,0,moocDSA,mooc,34,172,mooc
13065,1196,1314,0,moocDSA,mooc,34,40,mooc
13074,1196,1106,1,moocDSA,mooc,34,252,mooc
13088,1197,260,0,al_cpl,al_cpl,371,19,al_cpl
13083,1197,884,0,al_cpl,al_cpl,371,475,al_cpl
13084,1197,535,0,al_cpl,al_cpl,371,536,al_cpl
13085,1197,1570,0,al_cpl,al_cpl,371,422,al_cpl
13086,1197,132,0,al_cpl,al_cpl,371,122,al_cpl
13087,1197,391,0,al_cpl,al_cpl,371,96,al_cpl
13095,1198,1170,0,moocDSA,mooc,374,116,mooc
13089,1198,1301,1,pseudo,mooc,499,25,al_cpl
13089,1198,1404,1,pseudo,mooc,193,365,al_cpl
13089,1198,1059,1,pseudo,mooc,298,295,al_cpl
13089,1198,745,0,pseudo,mooc,339,324,mooc
13089,1198,489,0,moocDSA,mooc,374,72,mooc
13089,1198,966,0,pseudo,mooc,272,311,mooc
13094,1198,1021,0,moocDSA,mooc,374,340,mooc
13089,1198,603,0,pseudo,mooc,401,107,mooc
13091,1198,1206,0,moocDSA,mooc,374,122,mooc
13092,1198,188,0,moocDSA,mooc,374,178,mooc
13104,1198,1175,0,moocDSA,mooc,374,333,mooc
13103,1198,445,0,moocDSA,mooc,374,93,mooc
13102,1198,265,0,moocDSA,mooc,374,176,mooc
13101,1198,19,0,moocDSA,mooc,374,365,mooc
13100,1198,916,0,moocDSA,mooc,374,435,mooc
13099,1198,1194,0,moocDSA,mooc,374,208,mooc
13093,1198,1044,1,moocDSA,mooc,374,439,mooc
13097,1198,1580,1,moocDSA,mooc,374,15,mooc
13096,1198,726,0,moocDSA,mooc,374,20,mooc
13090,1198,1590,1,moocDSA,mooc,374,408,mooc
13098,1198,1071,1,moocDSA,mooc,374,205,mooc
13117,1199,745,0,moocML,mooc,13,324,mooc
13112,1199,124,0,moocML,mooc,13,397,mooc
13105,1199,1271,0,moocML,mooc,13,216,mooc
13106,1199,1259,0,moocML,mooc,13,353,mooc
13107,1199,317,0,moocML,mooc,13,147,mooc
13108,1199,616,0,moocML,mooc,13,28,mooc
13109,1199,1294,0,moocML,mooc,13,64,mooc
13110,1199,381,0,moocML,mooc,13,46,mooc
13111,1199,1533,0,moocML,mooc,13,273,mooc
13113,1199,603,0,moocML,mooc,13,107,mooc
13114,1199,882,0,moocML,mooc,13,224,mooc
13115,1199,134,0,moocML,mooc,13,51,mooc
13116,1199,784,0,moocML,mooc,13,71,mooc
13119,1200,105,0,al_cpl,al_cpl,154,538,al_cpl
13120,1200,1553,0,al_cpl,al_cpl,154,145,al_cpl
13121,1200,43,0,al_cpl,al_cpl,154,144,al_cpl
13118,1200,741,0,al_cpl,al_cpl,154,147,al_cpl
13122,1200,1525,0,al_cpl,al_cpl,154,363,al_cpl
13123,1201,473,0,al_cpl,al_cpl,513,78,al_cpl
13124,1201,213,0,al_cpl,al_cpl,513,420,al_cpl
13125,1201,262,0,al_cpl,al_cpl,513,459,al_cpl
13126,1201,202,0,al_cpl,al_cpl,513,277,al_cpl
13127,1201,25,0,al_cpl,al_cpl,513,435,al_cpl
13128,1201,704,0,al_cpl,al_cpl,513,434,al_cpl
13131,1202,1169,1,drive,drive,201,658,drive
13129,1202,597,1,drive,drive,201,71,drive
13130,1202,787,1,drive,drive,201,614,drive
13134,1202,372,1,drive,drive,201,68,drive
13132,1202,889,1,drive,drive,201,638,drive
13133,1202,1098,0,drive,drive,201,577,drive
13135,1203,1093,1,al_cpl,al_cpl,370,298,al_cpl
13139,1203,81,1,al_cpl,al_cpl,370,276,al_cpl
13136,1203,1502,1,al_cpl,al_cpl,370,210,al_cpl
13137,1203,914,1,al_cpl,al_cpl,370,95,al_cpl
13135,1203,745,0,pseudo,al_cpl,339,324,mooc
13135,1203,208,1,pseudo,al_cpl,280,8,al_cpl
13138,1203,1332,1,al_cpl,al_cpl,370,369,al_cpl
13140,1204,181,0,moocML,mooc,170,53,mooc
13141,1204,981,0,moocML,mooc,170,96,mooc
13142,1204,799,1,moocML,mooc,170,198,mooc
13143,1204,1062,0,moocML,mooc,170,118,mooc
13144,1204,855,1,moocML,mooc,170,417,mooc
13145,1204,944,1,moocML,mooc,170,409,mooc
13146,1204,1330,1,moocML,mooc,170,233,mooc
13147,1204,1097,1,moocML,mooc,170,363,mooc
13151,1204,503,0,moocML,mooc,170,296,mooc
13148,1204,199,1,moocML,mooc,170,298,mooc
13149,1204,878,1,moocML,mooc,170,4,mooc
13150,1204,317,0,moocML,mooc,170,147,mooc
13159,1205,310,1,drive,drive,365,803,drive
13152,1205,966,0,pseudo,drive,272,311,mooc
13152,1205,603,0,pseudo,drive,401,107,mooc
13152,1205,745,0,pseudo,drive,339,324,mooc
13152,1205,1301,1,pseudo,drive,499,25,al_cpl
13152,1205,1404,1,pseudo,drive,193,365,al_cpl
13152,1205,1093,1,pseudo,drive,435,298,al_cpl
13152,1205,1366,1,drive,drive,365,805,drive
13153,1205,1070,1,drive,drive,365,800,drive
13155,1205,133,1,drive,drive,365,798,drive
13156,1205,1285,1,drive,drive,365,799,drive
13157,1205,650,1,drive,drive,365,801,drive
13158,1205,243,1,drive,drive,365,806,drive
13160,1205,492,0,drive,drive,365,781,drive
13154,1205,1048,1,drive,drive,365,804,drive
13172,1206,646,0,moocML,mooc,135,91,mooc
13168,1206,1271,0,moocML,mooc,135,216,mooc
13180,1206,18,0,moocML,mooc,135,32,mooc
13179,1206,181,0,moocML,mooc,135,53,mooc
13178,1206,1259,0,moocML,mooc,135,353,mooc
13176,1206,878,0,moocML,mooc,135,4,mooc
13175,1206,1360,0,moocML,mooc,135,310,mooc
13174,1206,1039,0,moocML,mooc,135,38,mooc
13173,1206,662,0,moocML,mooc,135,80,mooc
13171,1206,1075,0,moocML,mooc,135,312,mooc
13177,1206,1214,0,moocML,mooc,135,181,mooc
13169,1206,602,0,moocML,mooc,135,377,mooc
13167,1206,429,0,moocML,mooc,135,16,mooc
13166,1206,124,0,moocML,mooc,135,397,mooc
13165,1206,1483,0,moocML,mooc,135,2,mooc
13164,1206,282,0,moocML,mooc,135,84,mooc
13163,1206,277,0,moocML,mooc,135,100,mooc
