conceptA,conceptB,isPrerequisite,dataset
Principal_component_analysis,Standard_deviation,1,al_cpl
Ensemble_learning,Boosting_(machine_learning),0,al_cpl
Arithmetic_mean,Anomaly_detection,0,al_cpl
Discretization,Decision_tree_learning,0,al_cpl
Prior_probability,Bayes'_theorem,0,al_cpl
OPTICS_algorithm,DBSCAN,0,al_cpl
Statistical_hypothesis_testing,Student's_t-test,0,al_cpl
Linear_regression,Principal_component_analysis,0,al_cpl
Data_type,DBSCAN,0,al_cpl
Standard_deviation,Bayesian_network,0,al_cpl
Type_I_and_type_II_errors,Sample_(statistics),1,al_cpl
Joint_probability_distribution,K-means_clustering,0,al_cpl
Fuzzy_clustering,Correlation_and_dependence,1,al_cpl
F1_score,Null_hypothesis,1,al_cpl
Standard_deviation,Interquartile_range,0,al_cpl
Decision_tree,Support_vector_machine,0,al_cpl
Standard_deviation,Statistical_significance,0,al_cpl
Statistical_population,Student's_t-test,0,al_cpl
Descriptive_statistics,Central_tendency,0,al_cpl
Anomaly_detection,Data_mining,0,al_cpl
Correlation_and_dependence,Anomaly_detection,0,al_cpl
Single-linkage_clustering,Correlation_and_dependence,1,al_cpl
Precision_and_recall,Statistical_population,1,al_cpl
Decision_tree_learning,Probability_density_function,1,al_cpl
Data_matrix_(multivariate_statistics),Principal_component_analysis,0,al_cpl
Statistical_classification,Backpropagation,0,al_cpl
Support_vector_machine,Machine_learning,1,al_cpl
Hierarchical_clustering,Data_analysis,1,al_cpl
Minkowski_distance,DBSCAN,0,al_cpl
Joint_probability_distribution,Pruning_(decision_trees),0,al_cpl
Mixture_model,Correlation_and_dependence,1,al_cpl
Data_analysis,Anomaly_detection,0,al_cpl
Student's_t-test,Statistical_population,1,al_cpl
Quartile,Central_tendency,0,al_cpl
Median,Central_tendency,0,al_cpl
Statistical_model,Maximum_likelihood,0,al_cpl
Expectation–maximization_algorithm,Maximum_likelihood,1,al_cpl
Decision_tree,Pruning_(decision_trees),0,al_cpl
Confidence_interval,Stepwise_regression,0,al_cpl
Statistical_classification,Naive_Bayes_classifier,0,al_cpl
Multiclass_classification,Statistical_classification,1,al_cpl
Arithmetic_mean,Stepwise_regression,0,al_cpl
Linear_regression,Poisson_regression,0,al_cpl
Null_hypothesis,Statistical_significance,0,al_cpl
Machine_learning,Bayesian_network,0,al_cpl
Regression_analysis,Principal_component_analysis,0,al_cpl
Regression_analysis,Linear_regression,0,al_cpl
Support_vector_machine,Probability_density_function,1,al_cpl
Arithmetic_mean,Spectral_clustering,0,al_cpl
Pruning_(decision_trees),Conditional_probability,1,al_cpl
Posterior_probability,Probability_density_function,1,al_cpl
Maximum_likelihood,Conditional_probability,1,al_cpl
Precision_and_recall,Cluster_analysis,0,al_cpl
Decision_tree_learning,Decision_tree,1,al_cpl
Support_vector_machine,Artificial_neural_network,0,al_cpl
Outlier,K-medoids,0,al_cpl
Arithmetic_mean,Poisson_regression,0,al_cpl
Linear_regression,Support_vector_machine,0,al_cpl
Conditional_probability_distribution,Conditional_independence,0,al_cpl
Decision_tree_learning,Decision_tree_model,0,al_cpl
Conditional_probability,Likelihood_function,0,al_cpl
Probability_density_function,Conditional_independence,0,al_cpl
Ensemble_learning,Random_forest,0,al_cpl
Expectation–maximization_algorithm,Bayesian_network,0,al_cpl
Statistical_significance,Standard_deviation,1,al_cpl
Correlation_and_dependence,Principal_component_analysis,0,al_cpl
Artificial_neural_network,Pruning_(decision_trees),0,al_cpl
Machine_learning,Artificial_neural_network,0,al_cpl
Data_analysis,Biclustering,0,al_cpl
Statistical_model,Statistical_hypothesis_testing,0,al_cpl
F-test,Stepwise_regression,0,al_cpl
Probability_density_function,Poisson_regression,0,al_cpl
Arithmetic_mean,Biclustering,0,al_cpl
Probability_density_function,Pruning_(decision_trees),0,al_cpl
Likelihood_function,Maximum_likelihood,0,al_cpl
Web_search_engine,Precision_and_recall,0,al_cpl
K-means_clustering,Expectation–maximization_algorithm,0,al_cpl
Probability_density_function,Interquartile_range,0,al_cpl
Fuzzy_clustering,Data_analysis,1,al_cpl
Decision_tree_model,Conditional_probability,1,al_cpl
F1_score,Statistical_classification,1,al_cpl
Data_mining,Principal_component_analysis,0,al_cpl
Sensitivity_and_specificity,Statistical_hypothesis_testing,0,al_cpl
K-means_clustering,Arithmetic_mean,1,al_cpl
Data_analysis,OPTICS_algorithm,0,al_cpl
Bayes'_theorem,Conditional_probability,1,al_cpl
Conditional_probability,Decision_tree,0,al_cpl
Naive_Bayes_classifier,Likelihood_function,1,al_cpl
Mixture_model,Expectation–maximization_algorithm,0,al_cpl
Bootstrap_aggregating,Boosting_(machine_learning),0,al_cpl
Multiclass_classification,Joint_probability_distribution,1,al_cpl
Statistical_population,Precision_and_recall,0,al_cpl
Confidence_interval,Statistical_hypothesis_testing,0,al_cpl
Principal_component_analysis,Correlation_and_dependence,1,al_cpl
Genetic_algorithm,Artificial_neural_network,0,al_cpl
Conditional_probability_distribution,Maximum_likelihood,0,al_cpl
Feedforward_neural_network,Probability_density_function,1,al_cpl
Decision_tree_learning,Principal_component_analysis,0,al_cpl
Correlation_and_dependence,Fuzzy_clustering,0,al_cpl
F1_score,Statistical_population,1,al_cpl
Active_learning_(machine_learning),Support_vector_machine,0,al_cpl
Conditional_probability,Conditional_independence,0,al_cpl
Cluster_analysis,Expectation–maximization_algorithm,0,al_cpl
Bayesian_network,Bayes'_theorem,1,al_cpl
Statistical_hypothesis_testing,F1_score,0,al_cpl
Data_mining,Statistical_classification,1,al_cpl
Confidence_interval,F1_score,0,al_cpl
Boosting_(machine_learning),Machine_learning,1,al_cpl
Fuzzy_clustering,Expectation–maximization_algorithm,0,al_cpl
Hierarchical_clustering,Biclustering,0,al_cpl
Feedforward_neural_network,Machine_learning,1,al_cpl
Gain_(information_retrieval),Positive_and_negative_predictive_values,0,al_cpl
Data_analysis,Mixture_model,0,al_cpl
Data_analysis,Clustering_high-dimensional_data,0,al_cpl
Dimensionality_reduction,Spectral_clustering,0,al_cpl
K-medoids,Data_analysis,1,al_cpl
Anomaly_detection,Arithmetic_mean,1,al_cpl
Poisson_regression,Arithmetic_mean,1,al_cpl
Mixture_model,Conditional_probability,1,al_cpl
Maximum_likelihood,Naive_Bayes_classifier,0,al_cpl
Likelihood_function,Probability_density_function,1,al_cpl
DBSCAN,Standard_deviation,1,al_cpl
Arithmetic_mean,Precision_and_recall,0,al_cpl
Data_mining,Standard_deviation,1,al_cpl
Standard_deviation,DBSCAN,0,al_cpl
Bayesian_network,Conditional_probability_distribution,1,al_cpl
Cluster_analysis,Fuzzy_clustering,0,al_cpl
Level_of_measurement,Mode_(statistics),1,al_cpl
F1_score,Confidence_interval,1,al_cpl
Naive_Bayes_classifier,Standard_deviation,1,al_cpl
Bayesian_network,Conditional_independence,1,al_cpl
Bayesian_network,Likelihood_function,1,al_cpl
Conditional_probability_distribution,Expectation–maximization_algorithm,0,al_cpl
Machine_learning,Mutation_(genetic_algorithm),0,al_cpl
Gradient_descent,Backpropagation,0,al_cpl
Decision_tree_learning,Machine_learning,1,al_cpl
Conditional_probability_distribution,Poisson_regression,0,al_cpl
Arithmetic_mean,Level_of_measurement,0,al_cpl
Linear_regression,Data_matrix_(multivariate_statistics),0,al_cpl
Conditional_probability,Bayes'_theorem,0,al_cpl
Expectation–maximization_algorithm,Conditional_probability,1,al_cpl
Confusion_matrix,Cluster_analysis,0,al_cpl
Maximum_likelihood,Minimum_description_length,0,al_cpl
K-means_clustering,Cluster_analysis,1,al_cpl
Precision_and_recall,Null_hypothesis,1,al_cpl
Mixture_model,Arithmetic_mean,1,al_cpl
Standard_deviation,K-medoids,0,al_cpl
Confidence_interval,Standard_deviation,1,al_cpl
Regression_analysis,Arithmetic_mean,1,al_cpl
Hierarchical_clustering,OPTICS_algorithm,0,al_cpl
Sample_(statistics),Data_mining,0,al_cpl
Joint_probability_distribution,Machine_learning,0,al_cpl
F1_score,Statistical_hypothesis_testing,1,al_cpl
Information_retrieval,Precision_and_recall,0,al_cpl
Arithmetic_mean,Data_mining,0,al_cpl
Standard_deviation,Principal_component_analysis,0,al_cpl
Regression_analysis,Statistical_classification,0,al_cpl
Statistical_classification,Random_forest,0,al_cpl
Decision_tree_learning,Joint_probability_distribution,1,al_cpl
Decision_tree_learning,Conditional_probability,1,al_cpl
Bayes'_theorem,Naive_Bayes_classifier,0,al_cpl
Confidence_interval,Data_mining,0,al_cpl
Statistical_population,F1_score,0,al_cpl
Statistical_classification,Pruning_(decision_trees),0,al_cpl
Artificial_neural_network,Probability_density_function,1,al_cpl
Missing_data,Expectation–maximization_algorithm,0,al_cpl
Pruning_(decision_trees),Probability_density_function,1,al_cpl
Standard_deviation,Central_tendency,0,al_cpl
Single-linkage_clustering,Standard_deviation,1,al_cpl
DBSCAN,Data_analysis,1,al_cpl
Data_analysis,Decision_tree_learning,0,al_cpl
Data_analysis,Hierarchical_clustering,0,al_cpl
Random_forest,Naive_Bayes_classifier,0,al_cpl
Association_rule_learning,Conditional_probability,1,al_cpl
Probability_density_function,AdaBoost,0,al_cpl
Standard_deviation,Type_I_and_type_II_errors,0,al_cpl
Arithmetic_mean,Naive_Bayes_classifier,0,al_cpl
Interquartile_range,Descriptive_statistics,1,al_cpl
Level_of_measurement,Statistical_dispersion,1,al_cpl
Central_tendency,Arithmetic_mean,1,al_cpl
Joint_probability_distribution,Bayesian_network,0,al_cpl
Data_modeling,Query_language,0,al_cpl
Anomaly_detection,Outlier,1,al_cpl
Correlation_and_dependence,Single-linkage_clustering,0,al_cpl
Arithmetic_mean,Cluster_analysis,0,al_cpl
Linear_regression,Conditional_probability,0,al_cpl
Poisson_regression,Conditional_probability_distribution,1,al_cpl
Support_vector_machine,Statistical_classification,1,al_cpl
Data_mining,DBSCAN,0,al_cpl
Student's_t-test,Sample_(statistics),1,al_cpl
K-means_clustering,Data_analysis,1,al_cpl
Decision_tree_model,Statistical_classification,1,al_cpl
Machine_learning,Probability_density_function,1,al_cpl
Artificial_neural_network,Gradient_descent,0,al_cpl
Apriori_algorithm,Association_rule_learning,1,al_cpl
Conditional_probability,Statistical_significance,0,al_cpl
DBSCAN,Correlation_and_dependence,1,al_cpl
Conditional_probability,Posterior_probability,0,al_cpl
Standard_deviation,Data_mining,0,al_cpl
Arithmetic_mean,Single-linkage_clustering,0,al_cpl
Statistical_significance,Sample_(statistics),1,al_cpl
Data_mining,OPTICS_algorithm,0,al_cpl
DBSCAN,OPTICS_algorithm,0,al_cpl
Outlier,Mixture_model,0,al_cpl
Data_mining,Conditional_probability,1,al_cpl
Conditional_independence,Joint_probability_distribution,0,al_cpl
Quartile,Interquartile_range,0,al_cpl
Random_forest,Bootstrapping_(statistics),1,al_cpl
Random_forest,Ensemble_learning,1,al_cpl
Artificial_neural_network,Machine_learning,1,al_cpl
Conditional_probability,Naive_Bayes_classifier,0,al_cpl
Least_squares,Arithmetic_mean,1,al_cpl
Boosting_(machine_learning),Joint_probability_distribution,1,al_cpl
Likelihood_function,Naive_Bayes_classifier,0,al_cpl
Feedforward_neural_network,Joint_probability_distribution,1,al_cpl
Classification_rule,Decision_tree,0,al_cpl
K-means_clustering,Probability_density_function,1,al_cpl
Hierarchical_clustering,DBSCAN,0,al_cpl
Decision_tree_learning,Support_vector_machine,0,al_cpl
Interquartile_range,Statistical_dispersion,1,al_cpl
Nonlinear_system,Gradient_descent,0,al_cpl
Biclustering,Correlation_and_dependence,1,al_cpl
Information_retrieval,F1_score,0,al_cpl
Feedforward_neural_network,Statistical_classification,1,al_cpl
Prior_probability,Minimum_description_length,0,al_cpl
Arithmetic_mean,Linear_regression,0,al_cpl
Prior_probability,Posterior_probability,0,al_cpl
Hierarchical_clustering,Single-linkage_clustering,0,al_cpl
Statistical_hypothesis_testing,Sample_(statistics),1,al_cpl
Prior_probability,Maximum_likelihood,0,al_cpl
Likelihood_function,Poisson_regression,0,al_cpl
Naive_Bayes_classifier,Conditional_independence,1,al_cpl
Statistical_dispersion,Central_tendency,0,al_cpl
Standard_deviation,Regression_analysis,0,al_cpl
Local_optimum,K-means_clustering,0,al_cpl
Null_hypothesis,Data_mining,0,al_cpl
Statistical_classification,Feedforward_neural_network,0,al_cpl
K-means_clustering,Standard_deviation,1,al_cpl
Sampling_(statistics),Bayes'_theorem,0,al_cpl
Linear_regression,Stepwise_regression,0,al_cpl
Joint_probability_distribution,Probability_density_function,1,al_cpl
Statistical_hypothesis_testing,Statistical_significance,0,al_cpl
Likelihood_function,Conditional_probability,1,al_cpl
Conditional_probability_distribution,Probability_density_function,1,al_cpl
Cluster_analysis,Genetic_algorithm,0,al_cpl
K-means_clustering,Mixture_model,0,al_cpl
Precision_and_recall,F1_score,0,al_cpl
Multiclass_classification,Probability_density_function,1,al_cpl
Model_selection,Biclustering,0,al_cpl
Outlier,Principal_component_analysis,0,al_cpl
Principal_component_analysis,Dimensionality_reduction,1,al_cpl
Statistical_model,Stepwise_regression,0,al_cpl
Spectral_clustering,Correlation_and_dependence,1,al_cpl
Naive_Bayes_classifier,Bayes'_theorem,1,al_cpl
Association_rule_learning,Data_mining,0,al_cpl
OPTICS_algorithm,Arithmetic_mean,1,al_cpl
Conditional_probability,Apriori_algorithm,0,al_cpl
Probability_density_function,Multiclass_classification,0,al_cpl
Arithmetic_mean,Clustering_high-dimensional_data,0,al_cpl
Histogram,Mixture_model,0,al_cpl
Mode_(statistics),Central_tendency,0,al_cpl
Probability_density_function,Conditional_probability_distribution,0,al_cpl
Data_analysis,Single-linkage_clustering,0,al_cpl
Confidence_interval,Sample_(statistics),1,al_cpl
Central_tendency,Level_of_measurement,0,al_cpl
Standard_deviation,Spectral_clustering,0,al_cpl
Poisson_regression,Regression_analysis,1,al_cpl
Data_processing,Artificial_neural_network,0,al_cpl
Fuzzy_clustering,Arithmetic_mean,1,al_cpl
Precision_and_recall,Statistical_hypothesis_testing,1,al_cpl
Single-linkage_clustering,Arithmetic_mean,1,al_cpl
Bayesian_network,Posterior_probability,1,al_cpl
Regression_analysis,Artificial_neural_network,0,al_cpl
Arithmetic_mean,Fuzzy_clustering,0,al_cpl
Linear_regression,Joint_probability_distribution,0,al_cpl
Conditional_independence,Probability_density_function,1,al_cpl
Pruning_(decision_trees),Joint_probability_distribution,1,al_cpl
Spectral_clustering,Standard_deviation,1,al_cpl
Clustering_high-dimensional_data,Data_analysis,1,al_cpl
Level_of_measurement,Arithmetic_mean,1,al_cpl
Data_analysis,Data_mining,0,al_cpl
Support_vector_machine,Anomaly_detection,0,al_cpl
AdaBoost,Probability_density_function,1,al_cpl
False_positives_and_false_negatives,Accuracy_and_precision,0,al_cpl
Anomaly_detection,Correlation_and_dependence,1,al_cpl
Gradient_descent,Boosting_(machine_learning),0,al_cpl
Statistical_hypothesis_testing,Confidence_interval,1,al_cpl
Linear_separability,Feedforward_neural_network,0,al_cpl
Statistical_significance,Null_hypothesis,1,al_cpl
Student's_t-test,Null_hypothesis,1,al_cpl
Random_forest,Decision_tree,1,al_cpl
Data_analysis,Prior_probability,0,al_cpl
Standard_deviation,F1_score,0,al_cpl
Mixture_model,Standard_deviation,1,al_cpl
Expert_system,Bayesian_network,0,al_cpl
Cluster_analysis,Anomaly_detection,0,al_cpl
Maximum_likelihood,Poisson_regression,0,al_cpl
Mixture_model,Cluster_analysis,1,al_cpl
Conditional_probability,Maximum_likelihood,0,al_cpl
Expectation–maximization_algorithm,Conditional_probability_distribution,1,al_cpl
AdaBoost,Boosting_(machine_learning),1,al_cpl
Mutation_(genetic_algorithm),Fitness_function,0,al_cpl
Statistical_classification,Precision_and_recall,0,al_cpl
Data_mining,Null_hypothesis,1,al_cpl
Posterior_probability,Artificial_neural_network,0,al_cpl
Random_forest,Bootstrap_aggregating,1,al_cpl
Anomaly_detection,DBSCAN,0,al_cpl
Central_tendency,Median,1,al_cpl
Sample_(statistics),Statistical_significance,0,al_cpl
Standard_deviation,Hierarchical_clustering,0,al_cpl
False_positives_and_false_negatives,Cluster_analysis,0,al_cpl
Correlation_and_dependence,Biclustering,0,al_cpl
Type_I_and_type_II_errors,F1_score,0,al_cpl
Correlation_and_dependence,Arithmetic_mean,1,al_cpl
Outlier,Correlation_and_dependence,0,al_cpl
Artificial_neural_network,Joint_probability_distribution,1,al_cpl
Decision_tree,Decision_tree_learning,0,al_cpl
Gradient_descent,Hill_climbing,0,al_cpl
OPTICS_algorithm,Cluster_analysis,1,al_cpl
Likelihood_function,Expectation–maximization_algorithm,0,al_cpl
Correlation_and_dependence,Standard_deviation,1,al_cpl
Data_analysis,Statistical_classification,0,al_cpl
Outlier,OPTICS_algorithm,0,al_cpl
Dimensionality_reduction,Principal_component_analysis,0,al_cpl
Clustering_high-dimensional_data,Cluster_analysis,1,al_cpl
Data_mining,Biclustering,0,al_cpl
Boosting_(machine_learning),Probability_density_function,1,al_cpl
Conditional_probability,Expectation–maximization_algorithm,0,al_cpl
Regression_analysis,Least_squares,0,al_cpl
Regression_analysis,Poisson_regression,0,al_cpl
Standard_deviation,Fuzzy_clustering,0,al_cpl
Correlation_and_dependence,Data_mining,0,al_cpl
Probability_density_function,Bayes'_theorem,0,al_cpl
False_positives_and_false_negatives,Sensitivity_and_specificity,0,al_cpl
Statistical_significance,Regression_analysis,0,al_cpl
AdaBoost,Joint_probability_distribution,1,al_cpl
Linear_regression,Correlation_and_dependence,0,al_cpl
Natural_selection,Genetic_algorithm,0,al_cpl
Clustering_high-dimensional_data,Standard_deviation,1,al_cpl
Cross-validation_(statistics),Pruning_(decision_trees),0,al_cpl
Correlation_and_dependence,Naive_Bayes_classifier,0,al_cpl
Cluster_analysis,Correlation_and_dependence,1,al_cpl
Machine_learning,Random_forest,0,al_cpl
Random_forest,Decision_tree_learning,1,al_cpl
Null_hypothesis,Student's_t-test,0,al_cpl
Genetic_algorithm,Decision_tree,0,al_cpl
Student's_t-test,Statistical_hypothesis_testing,1,al_cpl
Probability_density_function,Random_forest,0,al_cpl
Feedforward_neural_network,Artificial_neural_network,1,al_cpl
Bayesian_network,Expectation–maximization_algorithm,1,al_cpl
Spectral_clustering,Data_analysis,1,al_cpl
Maximum_likelihood,Bayesian_network,0,al_cpl
Statistical_hypothesis_testing,Type_I_and_type_II_errors,0,al_cpl
Sample_(statistics),Precision_and_recall,0,al_cpl
Cluster_analysis,OPTICS_algorithm,0,al_cpl
AdaBoost,Machine_learning,1,al_cpl
Data_mining,Stepwise_regression,0,al_cpl
Data_mining,Regression_analysis,1,al_cpl
Stepwise_regression,Arithmetic_mean,1,al_cpl
Joint_probability_distribution,Backpropagation,0,al_cpl
DBSCAN,Arithmetic_mean,1,al_cpl
Conditional_probability,Data_mining,0,al_cpl
Machine_learning,Expert_system,0,al_cpl
Linear_regression,Arithmetic_mean,1,al_cpl
K-means_clustering,Correlation_and_dependence,1,al_cpl
Probability_density_function,Likelihood_function,0,al_cpl
Probability_density_function,Joint_probability_distribution,0,al_cpl
Hierarchical_clustering,Cluster_analysis,1,al_cpl
Decision_tree,Decision_tree_model,0,al_cpl
Bayes'_theorem,Probability_density_function,1,al_cpl
Machine_learning,Feedforward_neural_network,0,al_cpl
Accuracy_and_precision,Precision_and_recall,0,al_cpl
Standard_deviation,Cluster_analysis,0,al_cpl
Probability_density_function,Feedforward_neural_network,0,al_cpl
Statistical_classification,F1_score,0,al_cpl
Spectral_clustering,Arithmetic_mean,1,al_cpl
Backpropagation,Artificial_neural_network,1,al_cpl
Backpropagation,Pruning_(decision_trees),0,al_cpl
Linear_regression,Conditional_probability_distribution,0,al_cpl
Bayesian_network,Maximum_likelihood,1,al_cpl
Probability_density_function,Artificial_neural_network,0,al_cpl
Pruning_(decision_trees),Machine_learning,1,al_cpl
Standard_deviation,Single-linkage_clustering,0,al_cpl
Semi-supervised_learning,K-means_clustering,0,al_cpl
Standard_deviation,Level_of_measurement,0,al_cpl
Conditional_independence,Conditional_probability_distribution,1,al_cpl
F1_score,Sample_(statistics),1,al_cpl
Data_mining,Anomaly_detection,1,al_cpl
Probability_density_function,Machine_learning,0,al_cpl
Statistical_model,Likelihood_function,0,al_cpl
Type_I_and_type_II_errors,Statistical_population,1,al_cpl
Conditional_probability,Poisson_regression,0,al_cpl
Probability_density_function,Mixture_model,0,al_cpl
Statistical_dispersion,Regression_analysis,0,al_cpl
Statistical_population,Sample_(statistics),0,al_cpl
Standard_deviation,Confidence_interval,0,al_cpl
Spectral_clustering,K-means_clustering,0,al_cpl
Sensitivity_and_specificity,Confidence_interval,0,al_cpl
Conditional_probability,Mixture_model,0,al_cpl
Interquartile_range,Central_tendency,0,al_cpl
Confidence_interval,Precision_and_recall,0,al_cpl
Single-linkage_clustering,Data_analysis,1,al_cpl
Conditional_probability,Pruning_(decision_trees),0,al_cpl
Linear_regression,Gradient_descent,0,al_cpl
Bayesian_network,Decision_tree_learning,0,al_cpl
Statistical_population,Mixture_model,0,al_cpl
Hyperplane,Support_vector_machine,0,al_cpl
K-means_clustering,Joint_probability_distribution,1,al_cpl
Median,Probability_density_function,0,al_cpl
Data_mining,Mixture_model,0,al_cpl
Joint_probability_distribution,Conditional_independence,0,al_cpl
Standard_deviation,K-means_clustering,0,al_cpl
Statistical_hypothesis_testing,Precision_and_recall,0,al_cpl
Linear_separability,Support_vector_machine,0,al_cpl
Anomaly_detection,Standard_deviation,1,al_cpl
Statistical_population,Data_mining,0,al_cpl
Probability_density_function,Expectation–maximization_algorithm,0,al_cpl
Probability_density_function,Posterior_probability,0,al_cpl
Type_I_and_type_II_errors,Confidence_interval,1,al_cpl
Median,K-means_clustering,0,al_cpl
Nonlinear_system,Backpropagation,0,al_cpl
Arithmetic_mean,Least_squares,0,al_cpl
Sample_(statistics),Type_I_and_type_II_errors,0,al_cpl
Probability_density_function,Backpropagation,0,al_cpl
Ensemble_learning,Anomaly_detection,0,al_cpl
Stepwise_regression,Regression_analysis,1,al_cpl
Spectral_clustering,Cluster_analysis,1,al_cpl
Maximum_likelihood,Probability_density_function,1,al_cpl
Arithmetic_mean,Regression_analysis,0,al_cpl
Multiclass_classification,Machine_learning,1,al_cpl
Poisson_regression,Probability_density_function,1,al_cpl
Bayesian_network,Joint_probability_distribution,1,al_cpl
Joint_probability_distribution,Decision_tree_learning,0,al_cpl
Standard_deviation,Student's_t-test,0,al_cpl
Statistical_classification,Data_mining,0,al_cpl
K-means_clustering,Machine_learning,1,al_cpl
Pruning_(decision_trees),Alpha–beta_pruning,0,al_cpl
Naive_Bayes_classifier,Joint_probability_distribution,1,al_cpl
Conditional_probability_distribution,Posterior_probability,0,al_cpl
Statistical_hypothesis_testing,Null_hypothesis,1,al_cpl
Backpropagation,Statistical_classification,1,al_cpl
Data_analysis,Statistical_significance,0,al_cpl
Maximum_likelihood,Confidence_interval,0,al_cpl
Data_reduction,Principal_component_analysis,0,al_cpl
Regression_analysis,Likelihood_function,0,al_cpl
Classification_rule,Support_vector_machine,0,al_cpl
Artificial_neural_network,Feedforward_neural_network,0,al_cpl
Machine_learning,Naive_Bayes_classifier,0,al_cpl
Precision_and_recall,Confidence_interval,1,al_cpl
Prior_probability,Likelihood_function,0,al_cpl
Correlation_and_dependence,K-medoids,0,al_cpl
Ensemble_learning,Stepwise_regression,0,al_cpl
Boosting_(machine_learning),Ensemble_learning,1,al_cpl
Random_forest,Statistical_classification,1,al_cpl
Probability_density_function,K-means_clustering,0,al_cpl
Joint_probability_distribution,Artificial_neural_network,0,al_cpl
Principal_component_analysis,K-means_clustering,0,al_cpl
Posterior_probability,Conditional_probability,1,al_cpl
Joint_probability_distribution,Naive_Bayes_classifier,0,al_cpl
F1_score,Precision_and_recall,1,al_cpl
Linear_separability,Backpropagation,0,al_cpl
Decision_tree,Data_mining,0,al_cpl
AdaBoost,Decision_tree,0,al_cpl
Bayes'_theorem,Mixture_model,0,al_cpl
Mode_(statistics),Level_of_measurement,0,al_cpl
Positive_and_negative_predictive_values,Accuracy_and_precision,0,al_cpl
Interquartile_range,Median,1,al_cpl
Mode_(statistics),Random_forest,0,al_cpl
Decision_tree,Conditional_probability,1,al_cpl
Precision_and_recall,Information_retrieval,1,al_cpl
Biclustering,Standard_deviation,1,al_cpl
K-medoids,Standard_deviation,1,al_cpl
Artificial_neural_network,Decision_tree_learning,0,al_cpl
Probability_density_function,Maximum_likelihood,0,al_cpl
Statistical_hypothesis_testing,Standard_deviation,1,al_cpl
Gain_(information_retrieval),Accuracy_and_precision,0,al_cpl
K-medoids,Correlation_and_dependence,1,al_cpl
Random_forest,Machine_learning,1,al_cpl
Data_mining,Arithmetic_mean,1,al_cpl
Rotational_symmetry,Parallelogram,0,al_cpl
Isosceles_triangle,Angle,1,al_cpl
Pythagorean_theorem,Angle,1,al_cpl
Acute_and_obtuse_triangles,Edge_(geometry),1,al_cpl
Line_(geometry),Cartesian_coordinate_system,0,al_cpl
Line_segment,Polygon,0,al_cpl
Two-dimensional_space,Angle,0,al_cpl
Two-dimensional_space,Point_(geometry),1,al_cpl
Geometry,Grade_(slope),0,al_cpl
Parallel_(geometry),Quadrilateral,0,al_cpl
Cone,Perpendicular,0,al_cpl
Bisection,Line_segment,1,al_cpl
Collinearity,Angle,0,al_cpl
Arc_(geometry),Midpoint,0,al_cpl
Isosceles_triangle,Edge_(geometry),1,al_cpl
Internal_and_external_angle,Edge_(geometry),1,al_cpl
Right_triangle,Rectangle,0,al_cpl
Pythagorean_theorem,Vertex_(geometry),1,al_cpl
Prism_(geometry),Rotational_symmetry,0,al_cpl
Geometry,Concentric,0,al_cpl
Cross_section_(geometry),Circle,0,al_cpl
Circumference,Parallelogram,0,al_cpl
Pythagorean_triple,Pythagorean_theorem,1,al_cpl
Sphere,Similarity_(geometry),0,al_cpl
Right_angle,Special_right_triangles,0,al_cpl
Internal_and_external_angle,Quadrilateral,0,al_cpl
Pythagorean_theorem,Pythagorean_triple,0,al_cpl
Geometry,Circle,0,al_cpl
Quadrilateral,Point_(geometry),1,al_cpl
Right_triangle,Pythagorean_triple,0,al_cpl
Sine,Radius,0,al_cpl
Pythagorean_triple,Line_segment,1,al_cpl
Diameter,Line_(geometry),1,al_cpl
Collinearity,Quadrilateral,0,al_cpl
Nonagon,Two-dimensional_space,0,al_cpl
Vertex_(geometry),Circle,0,al_cpl
Plane_(geometry),Two-dimensional_space,0,al_cpl
Angle,Dodecagon,0,al_cpl
Heptagon,Vertex_(geometry),1,al_cpl
Angle,Chord_(geometry),0,al_cpl
Parallelogram,Symmetry,0,al_cpl
Perpendicular,Cylinder_(geometry),0,al_cpl
Geometry,Coordinate_system,0,al_cpl
Bisection,Circle,0,al_cpl
Octagon,Polygon,1,al_cpl
Coordinate_system,Perpendicular,0,al_cpl
Altitude_(triangle),Midpoint,0,al_cpl
Star_polygon,Point_(geometry),1,al_cpl
Pyramid_(geometry),Line_(geometry),1,al_cpl
Right_triangle,Edge_(geometry),1,al_cpl
Triangle,Bisection,0,al_cpl
Angle,Parallelogram,0,al_cpl
Hexagon,Point_(geometry),1,al_cpl
Polyhedron,Dodecagon,0,al_cpl
Angle,Kite_(geometry),0,al_cpl
Arc_(geometry),Circumference,0,al_cpl
Convex_polygon,Line_(geometry),1,al_cpl
Geometry,Convex_polygon,0,al_cpl
Perpendicular,Parallel_(geometry),0,al_cpl
Vertex_(geometry),Line_segment,0,al_cpl
Scaling_(geometry),Scale_factor,1,al_cpl
Dodecagon,Line_segment,1,al_cpl
Perpendicular,Rhombus,0,al_cpl
Edge_(geometry),Pentagon,0,al_cpl
Angle,Perpendicular,0,al_cpl
Angle,Parallel_(geometry),0,al_cpl
Two-dimensional_space,Perpendicular,0,al_cpl
Point_(geometry),Rectangle,0,al_cpl
Radius,Diameter,0,al_cpl
Plane_(geometry),Midpoint,0,al_cpl
Edge_(geometry),Rhombus,0,al_cpl
